month,from,to,distance_km,start_time,end_time
8,Weppersdorf,Neudörfl,25.73,2024-08-18T11:49:12Z,2024-08-18T12:15:22Z
8,Neudörfl,Schattendorf,19.43,2024-08-18T15:54:22Z,2024-08-18T16:24:52Z
8,Schattendorf,Neudörfl,19.41,2024-08-18T16:33:41Z,2024-08-18T17:01:38Z
8,Neudörfl,Weppersdorf,25.73,2024-08-18T17:53:31Z,2024-08-18T18:21:40Z
8,Weppersdorf,Vienna,66.04,2024-08-19T10:25:24Z,2024-08-19T11:19:25Z
8,Vienna,Vienna,0.09,2024-08-19T11:54:14Z,2024-08-19T11:56:14Z
8,Vienna,Vienna,0.15,2024-08-19T12:29:20Z,2024-08-19T12:36:35Z
8,Vienna,Vienna,6.73,2024-08-19T12:36:35Z,2024-08-19T13:02:42Z
8,Vienna,Vienna,5.3,2024-08-19T16:59:22Z,2024-08-19T17:21:04Z
8,Vienna,Weppersdorf,65.48,2024-08-19T18:03:45Z,2024-08-19T19:01:50Z
8,Weppersdorf,Weppersdorf,1.46,2024-08-20T15:59:55Z,2024-08-20T16:03:58Z
8,Weppersdorf,Weppersdorf,1.44,2024-08-20T16:10:00Z,2024-08-20T16:14:02Z
8,Weppersdorf,Stoob Süd,9.35,2024-08-21T09:58:14Z,2024-08-21T10:09:49Z
8,Stoob Süd,Weppersdorf,9.35,2024-08-21T10:50:40Z,2024-08-21T11:00:47Z
8,Weppersdorf,Ebreichsdorf,41.89,2024-08-22T08:54:43Z,2024-08-22T09:30:52Z
8,Ebreichsdorf,Ebreichsdorf,0.32,2024-08-22T09:36:53Z,2024-08-22T09:38:50Z
8,Ebreichsdorf,Weppersdorf,41.59,2024-08-22T10:52:54Z,2024-08-22T11:45:33Z
8,Stoob Süd,Oberwart/Felsőőr,32.22,2024-08-23T07:07:43Z,2024-08-23T08:10:32Z
8,Oberwart/Felsőőr,Sankt Georgen am Längsee,148.83,2024-08-23T08:16:35Z,2024-08-23T10:34:24Z
8,Sankt Georgen am Längsee,Launsdorf,5.15,2024-08-23T12:00:46Z,2024-08-23T12:22:54Z
8,Launsdorf,Scheiblingkirchen-Thernberg,161.87,2024-08-23T13:50:44Z,2024-08-23T16:28:56Z
8,Scheiblingkirchen-Thernberg,Weppersdorf,23.66,2024-08-23T16:52:56Z,2024-08-23T17:31:52Z
8,Weppersdorf,Eisenstadt,28.09,2024-08-25T03:46:38Z,2024-08-25T04:12:45Z
8,Eisenstadt,Zemendorf-Stöttera,9.16,2024-08-25T10:06:05Z,2024-08-25T10:34:30Z
8,Zemendorf-Stöttera,Mattersburg,2.78,2024-08-25T11:54:33Z,2024-08-25T12:14:21Z
8,Mattersburg,Weppersdorf,18.04,2024-08-25T12:19:57Z,2024-08-25T12:38:12Z
8,Weppersdorf,Weppersdorf,1.34,2024-08-26T06:10:38Z,2024-08-26T06:13:26Z
8,Weppersdorf,Weppersdorf,1.05,2024-08-26T06:28:38Z,2024-08-26T06:35:20Z
8,Weppersdorf,Donji Desinec,221.19,2024-08-26T13:45:11Z,2024-08-26T19:26:34Z
8,Općina Tounj,Rebrovići,7.25,2024-08-28T15:17:03Z,2024-08-28T15:41:06Z
8,Rebrovići,City of Zagreb,80.98,2024-08-28T15:50:28Z,2024-08-28T17:15:48Z
8,City of Zagreb,City of Zagreb,0.64,2024-08-28T19:10:45Z,2024-08-28T19:20:50Z
8,City of Zagreb,City of Zagreb,0.73,2024-08-28T19:56:07Z,2024-08-28T20:06:11Z
8,City of Zagreb,City of Zagreb,0.4,2024-08-29T04:55:59Z,2024-08-29T05:05:30Z
8,City of Zagreb,City of Zagreb,6.82,2024-08-29T05:05:30Z,2024-08-29T05:29:14Z
8,City of Zagreb,City of Zagreb,0.55,2024-08-29T05:36:14Z,2024-08-29T05:37:38Z
8,City of Zagreb,Steinberg-Dörfl,193.87,2024-08-29T05:48:50Z,2024-08-29T09:19:42Z
8,Steinberg-Dörfl,Kaisersdorf,9.27,2024-08-29T09:25:45Z,2024-08-29T10:38:28Z
8,Weppersdorf,Ebreichsdorf,41.88,2024-08-30T06:48:24Z,2024-08-30T07:21:57Z
8,Ebreichsdorf,Ebreichsdorf,0.3,2024-08-30T07:40:09Z,2024-08-30T07:41:33Z
8,Ebreichsdorf,Ebreichsdorf,0.29,2024-08-30T09:00:37Z,2024-08-30T09:37:13Z
8,Ebreichsdorf,Neutal,47.29,2024-08-30T09:45:14Z,2024-08-30T10:23:18Z
8,Neutal,Weppersdorf,5.48,2024-08-30T10:35:46Z,2024-08-30T10:46:47Z
8,Weppersdorf,Karl,10.22,2024-08-30T13:28:50Z,2024-08-30T13:42:55Z
8,Karl,Weppersdorf,10.22,2024-08-30T14:32:47Z,2024-08-30T14:59:53Z
8,Kaisersdorf,Kaisersdorf,0.01,2024-08-31T07:52:14Z,2024-08-31T10:46:15Z
8,Kaisersdorf,Kaisersdorf,0.18,2024-08-31T10:46:15Z,2024-08-31T10:57:08Z
8,Kaisersdorf,Weppersdorf,5.9,2024-08-31T16:06:30Z,2024-08-31T16:15:30Z
9,Weppersdorf,Weppersdorf,0.98,2024-09-01T17:55:07Z,2024-09-01T17:56:31Z
9,Weppersdorf,Weppersdorf,0.34,2024-09-01T18:35:12Z,2024-09-01T18:54:38Z
9,Weppersdorf,Weppersdorf,1.15,2024-09-02T10:43:55Z,2024-09-02T10:51:57Z
9,Weppersdorf,Weppersdorf,0.27,2024-09-02T11:14:09Z,2024-09-02T11:24:13Z
9,Weppersdorf,Kaisersdorf,5.9,2024-09-03T10:12:28Z,2024-09-03T10:35:33Z
9,Weppersdorf,Wiener Neustadt,29.49,2024-09-04T07:47:30Z,2024-09-04T08:19:33Z
9,Wiener Neustadt,Bad Fischau-Brunn,3.26,2024-09-04T08:23:34Z,2024-09-04T08:33:37Z
9,Bad Fischau-Brunn,Wiener Neustadt,2.87,2024-09-04T09:44:09Z,2024-09-04T09:52:11Z
9,Wiener Neustadt,Wiener Neustadt,0.74,2024-09-04T11:19:59Z,2024-09-04T11:30:00Z
9,Wiener Neustadt,Weppersdorf,29.53,2024-09-04T11:36:00Z,2024-09-04T12:12:13Z
9,Weppersdorf,Weppersdorf,0.26,2024-09-04T14:41:42Z,2024-09-04T14:54:09Z
9,Weppersdorf,Weppersdorf,0.17,2024-09-04T15:08:10Z,2024-09-04T15:18:12Z
9,Weppersdorf,Mattersburg,18.04,2024-09-06T15:53:03Z,2024-09-06T16:19:15Z
9,Mattersburg,Wiesen,5.31,2024-09-06T16:39:49Z,2024-09-06T16:50:03Z
9,Wiesen,Mattersburg,5.23,2024-09-07T04:51:57Z,2024-09-07T05:45:20Z
9,Weppersdorf,Wöllersdorf-Steinabrückl,35.49,2024-09-08T15:23:16Z,2024-09-08T16:01:49Z
9,Wöllersdorf-Steinabrückl,Mattersburg,21.07,2024-09-08T16:19:56Z,2024-09-08T16:46:05Z
9,Mattersburg,Weppersdorf,17.97,2024-09-08T16:52:06Z,2024-09-08T17:09:57Z
9,Weppersdorf,Neudörfl,25.75,2024-09-09T07:31:27Z,2024-09-09T08:09:44Z
9,Neudörfl,Kaisersdorf,29.7,2024-09-09T09:50:26Z,2024-09-09T10:40:12Z
9,Weppersdorf,Weppersdorf,1.2,2024-09-09T15:57:58Z,2024-09-09T16:04:32Z
9,Weppersdorf,Weppersdorf,0.49,2024-09-09T16:06:39Z,2024-09-09T16:13:28Z
9,Weppersdorf,Weppersdorf,1.47,2024-09-10T16:23:04Z,2024-09-10T16:29:04Z
9,Weppersdorf,Weppersdorf,1.45,2024-09-10T17:02:39Z,2024-09-10T17:12:41Z
9,Weppersdorf,Kaisersdorf,5.81,2024-09-11T10:10:13Z,2024-09-11T10:19:36Z
9,Kaisersdorf,Weppersdorf,5.89,2024-09-11T10:31:07Z,2024-09-11T10:40:18Z
9,Weppersdorf,Weppersdorf,1.4,2024-09-11T10:50:03Z,2024-09-11T10:52:09Z
9,Weppersdorf,Weppersdorf,1.43,2024-09-11T10:55:15Z,2024-09-11T11:05:16Z
9,Weppersdorf,Bad Fischau-Brunn,32.67,2024-09-11T11:16:20Z,2024-09-11T11:50:30Z
9,Bad Fischau-Brunn,Weppersdorf,32.72,2024-09-11T12:50:01Z,2024-09-11T13:34:26Z
9,Weppersdorf,Oberpullendorf/Felsőpulya,10.97,2024-09-13T08:09:58Z,2024-09-13T08:35:41Z
9,Oberpullendorf/Felsőpulya,Weppersdorf,10.92,2024-09-13T10:23:15Z,2024-09-13T10:44:49Z
9,Weppersdorf,Ternitz,32.74,2024-09-14T06:14:51.118Z,2024-09-15T09:47:49Z
9,Ternitz,Weppersdorf,32.64,2024-09-15T09:59:23Z,2024-09-15T10:42:56Z
9,Weppersdorf,Kobersdorf,3.03,2024-09-16T11:34:52Z,2024-09-16T12:33:44Z
9,Weppersdorf,Steinberg-Dörfl,12.07,2024-09-18T10:00:22Z,2024-09-18T11:31:59Z
9,Weppersdorf,Guntramsdorf,51.77,2024-09-19T06:14:53Z,2024-09-19T07:09:17Z
9,Guntramsdorf,Vienna,17.03,2024-09-19T07:29:06Z,2024-09-19T08:12:01Z
9,Vienna,Vienna,0.12,2024-09-19T13:38:47Z,2024-09-19T13:42:49Z
9,Vienna,Vienna,3.48,2024-09-19T13:42:49Z,2024-09-19T14:15:47Z
9,Vienna,Vienna,0.24,2024-09-19T18:31:30Z,2024-09-19T18:37:39Z
9,Vienna,Vienna,3.34,2024-09-19T18:56:03Z,2024-09-19T19:06:21Z
9,Vienna,Vienna,0.14,2024-09-20T06:04:22Z,2024-09-20T06:06:29Z
9,Vienna,Vienna,0.11,2024-09-20T06:16:32Z,2024-09-20T06:18:38Z
9,Vienna,Bad Fischau-Brunn,41.58,2024-09-20T09:45:08.886Z,2024-09-20T10:27:27Z
9,Bad Fischau-Brunn,Weppersdorf,32.81,2024-09-20T10:38:35Z,2024-09-20T11:16:36Z
9,Weppersdorf,Bad Fischau-Brunn,32.86,2024-09-21T20:27:13.388Z,2024-09-23T05:49:17Z
9,Bad Fischau-Brunn,Wöllersdorf-Steinabrückl,2.26,2024-09-23T06:02:22Z,2024-09-23T06:12:26Z
9,Wöllersdorf-Steinabrückl,Weppersdorf,34.26,2024-09-23T06:18:29Z,2024-09-23T06:53:26Z
9,Lackenbach,Weppersdorf,2.77,2024-09-23T08:06:49Z,2024-09-23T08:24:54Z
9,Stoob Süd,Stoob Süd,0.06,2024-09-24T14:51:00Z,2024-09-24T15:51:24Z
9,Weppersdorf,Weppersdorf,1.1,2024-09-25T06:06:57Z,2024-09-25T06:27:31Z
9,Horitschon,Weppersdorf,9.24,2024-09-25T07:11:49Z,2024-09-25T07:29:59Z
9,Weppersdorf,Weppersdorf,1.2,2024-09-26T11:27:28Z,2024-09-26T11:31:28Z
9,Grad Slunj,Općina Tounj,1.05,2024-09-27T03:30:34.970Z,2024-09-28T12:52:06Z
9,Kamenica Skradnička,Općina Tounj,8.52,2024-09-28T13:28:16Z,2024-09-28T14:08:48Z
10,Grad Slunj,Steinberg-Dörfl,267.99,2024-10-01T07:44:09Z,2024-10-01T13:14:01Z
10,Weppersdorf,Weppersdorf,0.01,2024-10-01T13:30:42Z,2024-10-01T13:51:43Z
10,Weppersdorf,Weppersdorf,1.46,2024-10-01T16:03:30Z,2024-10-01T16:09:33Z
10,Weppersdorf,Weppersdorf,1.46,2024-10-01T16:34:25Z,2024-10-01T16:38:28Z
10,Kaisersdorf,Weppersdorf,5.89,2024-10-02T10:12:57Z,2024-10-02T11:12:38Z
10,Weppersdorf,Tschurndorf,2.3,2024-10-04T14:25:52.865Z,2024-10-05T09:21:58Z
10,Forchtenstein,Forchtenstein,0.0,2024-10-05T09:42:45Z,2024-10-05T10:13:35Z
10,Forchtenstein,Forchtenstein,3.15,2024-10-05T10:33:14Z,2024-10-05T10:45:19Z
10,Forchtenstein,Weppersdorf,15.27,2024-10-05T10:53:23Z,2024-10-05T11:19:30Z
10,Weppersdorf,Weppersdorf,4.95,2024-10-06T12:03:46Z,2024-10-06T12:15:49Z
10,Weppersdorf,Oberpetersdorf,2.58,2024-10-06T12:15:49Z,2024-10-06T14:26:03Z
10,Oberpetersdorf,Weppersdorf,3.06,2024-10-06T14:39:19Z,2024-10-06T14:47:20Z
10,Weppersdorf,Weppersdorf,1.4,2024-10-07T13:13:39Z,2024-10-07T13:21:43Z
10,Weppersdorf,Weppersdorf,1.45,2024-10-07T13:35:48Z,2024-10-07T13:43:52Z
10,Weppersdorf,Weikersdorf am Steinfelde,32.81,2024-10-07T18:10:22Z,2024-10-07T18:48:36Z
10,Bad Fischau-Brunn,Weppersdorf,33.25,2024-10-07T18:54:37Z,2024-10-07T19:49:29Z
10,Weppersdorf,Kaisersdorf,5.94,2024-10-09T10:09:27Z,2024-10-09T10:19:34Z
10,Kaisersdorf,Oberpullendorf/Felsőpulya,9.71,2024-10-09T10:27:38Z,2024-10-09T10:41:43Z
10,Oberpullendorf/Felsőpulya,Weppersdorf,11.61,2024-10-09T11:56:57Z,2024-10-09T12:09:03Z
10,Weppersdorf,Weppersdorf,1.14,2024-10-09T15:01:24Z,2024-10-09T15:05:25Z
10,Weppersdorf,Weppersdorf,1.3,2024-10-09T15:19:13Z,2024-10-09T15:26:41Z
10,Weppersdorf,Kaisersdorf,5.84,2024-10-10T10:03:17Z,2024-10-10T10:13:53Z
10,Kaisersdorf,Weppersdorf,5.84,2024-10-10T10:24:12Z,2024-10-10T10:34:16Z
10,Weppersdorf,Mattersburg,17.98,2024-10-11T06:35:52Z,2024-10-11T06:55:33Z
10,Mattersburg,Neunkirchen,25.07,2024-10-11T07:03:59Z,2024-10-11T07:29:19Z
10,Neunkirchen,Neunkirchen,1.06,2024-10-11T07:37:06Z,2024-10-11T07:44:58Z
10,Neunkirchen,Krumbach,22.1,2024-10-11T08:08:45Z,2024-10-11T08:30:28Z
10,Krumbach,Kirchschlag in der Buckligen Welt,9.93,2024-10-11T08:58:39Z,2024-10-11T09:09:51Z
10,Kirchschlag in der Buckligen Welt,Weppersdorf,15.01,2024-10-11T09:16:51Z,2024-10-11T09:41:12Z
10,Weppersdorf,Kaisersdorf,5.83,2024-10-11T09:47:14Z,2024-10-11T10:21:50Z
10,Kaisersdorf,Weppersdorf,5.84,2024-10-11T10:46:57Z,2024-10-11T11:03:02Z
10,Weppersdorf,Neckenmarkt,9.38,2024-10-11T13:10:49Z,2024-10-11T13:35:02Z
10,Neckenmarkt,Weppersdorf,9.26,2024-10-11T13:42:49Z,2024-10-11T13:54:37Z
10,Bad Fischau-Brunn,Bad Fischau-Brunn,0.02,2024-10-12T12:23:08Z,2024-10-12T14:38:54Z
10,Weppersdorf,Stoob Süd,10.27,2024-10-13T18:05:19.043Z,2024-10-14T12:25:38Z
10,Stoob Süd,Weppersdorf,10.27,2024-10-14T12:43:28Z,2024-10-14T12:55:22Z
10,Weppersdorf,Oberpullendorf/Felsőpulya,11.87,2024-10-15T12:43:13Z,2024-10-15T13:12:06Z
10,Oberpullendorf/Felsőpulya,Stoob,5.15,2024-10-15T13:42:32Z,2024-10-15T14:04:13Z
10,Weppersdorf,Weppersdorf,0.4,2024-10-15T14:29:46Z,2024-10-15T14:36:35Z
10,Weppersdorf,Stoob Süd,10.21,2024-10-16T08:06:44Z,2024-10-16T08:26:49Z
10,Stoob Süd,Weppersdorf,8.95,2024-10-16T08:34:52Z,2024-10-16T08:47:08Z
10,Weppersdorf,Weppersdorf,1.44,2024-10-16T08:51:08Z,2024-10-16T09:03:12Z
10,Weppersdorf,Weppersdorf,1.46,2024-10-17T07:08:16Z,2024-10-17T08:03:31Z
10,Weppersdorf,Eisenstadt,29.85,2024-10-19T09:09:03Z,2024-10-19T09:32:09Z
10,Eisenstadt,Weppersdorf,29.73,2024-10-19T11:12:54Z,2024-10-19T11:57:11Z
10,Weppersdorf,Tschurndorf,2.34,2024-10-19T14:24:21Z,2024-10-19T14:41:12Z
10,Tschurndorf,Weppersdorf,2.64,2024-10-19T16:36:12Z,2024-10-19T16:42:12Z
10,Weppersdorf,Mattersburg,18.07,2024-10-20T11:05:40Z,2024-10-20T11:32:20Z
10,Mattersburg,Weppersdorf,18.08,2024-10-20T12:21:55Z,2024-10-20T12:35:58Z
10,Weppersdorf,Weppersdorf,0.88,2024-10-21T09:23:19Z,2024-10-21T09:28:31Z
10,Weppersdorf,Weppersdorf,0.0,2024-10-21T09:40:51Z,2024-10-21T10:10:17Z
10,Kaisersdorf,Weppersdorf,5.91,2024-10-21T10:34:29Z,2024-10-21T10:42:32Z
10,Weppersdorf,Vienna,66.29,2024-10-22T06:59:20Z,2024-10-22T08:05:31Z
10,Vienna,Vienna,3.78,2024-10-22T09:38:01Z,2024-10-22T09:57:20Z
10,Vienna,Vösendorf,5.65,2024-10-22T10:27:00Z,2024-10-22T10:39:22Z
10,Wiener Neudorf,Vienna,7.81,2024-10-22T11:19:02Z,2024-10-22T11:41:05Z
10,Vienna,Vienna,3.25,2024-10-22T18:06:48Z,2024-10-22T18:15:54Z
10,Vienna,Vienna,0.51,2024-10-22T20:02:06Z,2024-10-22T20:12:08Z
10,Vienna,Vienna,5.68,2024-10-22T20:12:08Z,2024-10-22T20:39:59Z
10,Vienna,Vienna,0.05,2024-10-22T20:39:59Z,2024-10-22T20:46:17Z
10,Vienna,Vienna,0.15,2024-10-23T07:00:14Z,2024-10-23T07:02:13Z
10,Vienna,Vienna,1.07,2024-10-23T07:02:13Z,2024-10-23T07:09:34Z
10,Vienna,Vienna,4.04,2024-10-23T07:24:04Z,2024-10-23T07:41:39Z
10,Vienna,Vienna,0.15,2024-10-23T07:41:39Z,2024-10-23T07:47:02Z
10,Vienna,Weppersdorf,64.78,2024-10-23T14:35:44Z,2024-10-23T15:48:07Z
10,Weppersdorf,Kobersdorf,2.25,2024-10-24T07:49:52Z,2024-10-24T08:04:03Z
10,Kobersdorf,Kaisersdorf,6.13,2024-10-24T10:06:39Z,2024-10-24T10:14:42Z
10,Kaisersdorf,Weppersdorf,4.8,2024-10-24T10:34:45Z,2024-10-24T10:38:47Z
10,Weppersdorf,Weppersdorf,1.36,2024-10-24T10:56:55Z,2024-10-24T11:05:01Z
10,Weppersdorf,Kaisersdorf,5.81,2024-10-25T10:12:12Z,2024-10-25T10:21:30Z
10,Kaisersdorf,Weppersdorf,5.86,2024-10-25T10:32:40Z,2024-10-25T10:40:44Z
10,Weppersdorf,Vienna,68.89,2024-10-26T09:37:38Z,2024-10-26T10:36:02Z
10,Vienna,Vienna,0.16,2024-10-26T10:58:02Z,2024-10-26T11:56:31Z
10,Vienna,Vienna,1.02,2024-10-26T11:56:31Z,2024-10-26T12:00:43Z
10,Vienna,Wolfsgraben,13.62,2024-10-26T14:12:25Z,2024-10-26T14:39:44Z
10,Weppersdorf,Vösendorf,58.72,2024-10-28T11:49:25.507Z,2024-10-29T07:27:32Z
10,Wiener Neudorf,Vienna,14.88,2024-10-29T07:52:51Z,2024-10-29T08:33:44Z
10,Vienna,Vienna,1.49,2024-10-29T08:51:12Z,2024-10-29T09:46:20Z
10,Vienna,Vienna,3.11,2024-10-29T12:10:45Z,2024-10-29T12:29:39Z
10,Vienna,Vienna,0.18,2024-10-29T13:56:19Z,2024-10-29T13:59:22Z
10,Vienna,Vienna,3.19,2024-10-29T14:51:29Z,2024-10-29T15:16:20Z
10,Vienna,Vienna,0.04,2024-10-29T15:16:20Z,2024-10-29T15:29:24Z
10,Vienna,Vienna,0.21,2024-10-29T16:55:29Z,2024-10-29T17:07:59Z
10,Vienna,Guntramsdorf,20.6,2024-10-29T17:07:59Z,2024-10-29T17:40:11Z
10,Guntramsdorf,Weppersdorf,50.29,2024-10-29T17:48:35Z,2024-10-29T18:26:30Z
10,Weppersdorf,Weppersdorf,1.39,2024-10-31T07:53:31.596Z,2024-10-31T16:24:25Z
10,Weppersdorf,Weppersdorf,0.25,2024-10-31T16:33:13Z,2024-10-31T16:47:20Z
11,Weppersdorf,Vienna,67.26,2024-11-02T11:36:10.574Z,2024-11-03T08:42:32Z
11,Vienna,Vienna,1.85,2024-11-03T16:49:21Z,2024-11-03T17:01:25Z
11,Vienna,Vienna,1.85,2024-11-04T07:15:14Z,2024-11-04T07:36:25Z
11,Vienna,Oberpullendorf/Felsőpulya,78.22,2024-11-04T10:22:18Z,2024-11-04T11:48:46Z
11,Steinberg-Dörfl,Weppersdorf,11.71,2024-11-04T12:59:53Z,2024-11-04T13:13:57Z
11,Weppersdorf,Schwechat,60.34,2024-11-05T05:32:59Z,2024-11-05T06:33:42Z
11,Schwechat,Schwechat,0.33,2024-11-05T08:33:49Z,2024-11-05T09:56:44Z
11,Oberding,Gdańsk,813.91,2024-11-05T10:12:46Z,2024-11-05T11:50:16Z
11,Gdańsk,Sopot,9.28,2024-11-05T12:10:35Z,2024-11-05T12:38:37Z
11,Sopot,Sopot,0.94,2024-11-05T13:34:26Z,2024-11-05T14:58:25Z
11,Sopot,Sopot,0.94,2024-11-05T14:58:25Z,2024-11-05T15:03:47Z
11,Sopot,Gdańsk,2.27,2024-11-06T10:56:18Z,2024-11-06T11:02:20Z
11,Gdańsk,Sopot,2.35,2024-11-06T13:51:41Z,2024-11-06T13:59:45Z
11,Sopot,Sopot,0.36,2024-11-06T14:29:54Z,2024-11-06T15:49:49Z
11,Sopot,Sopot,0.39,2024-11-07T08:17:54Z,2024-11-07T08:31:42Z
11,Sopot,Gdynia,9.0,2024-11-07T08:31:42Z,2024-11-07T08:51:06Z
11,Gdynia,Gdynia,1.64,2024-11-07T10:38:48Z,2024-11-07T10:47:21Z
11,Gdynia,Sopot,10.69,2024-11-07T11:51:51Z,2024-11-07T12:17:25Z
11,Sopot,Sopot,0.87,2024-11-08T14:40:53Z,2024-11-08T14:50:57Z
11,Sopot,Sopot,0.85,2024-11-08T15:21:06Z,2024-11-08T15:31:10Z
11,Sopot,Sopot,1.43,2024-11-09T08:31:19Z,2024-11-09T08:37:46Z
11,Sopot,Gdańsk,4.22,2024-11-09T08:53:55Z,2024-11-09T09:08:00Z
11,Gdańsk,Gdańsk,3.28,2024-11-09T09:59:12Z,2024-11-09T10:46:49Z
11,Sopot,Sopot,1.37,2024-11-09T11:17:31Z,2024-11-09T11:23:34Z
11,Gdańsk,Sopot,0.94,2024-11-09T11:48:49Z,2024-11-09T12:57:17Z
11,Sopot,Sopot,1.43,2024-11-09T13:13:24Z,2024-11-09T14:21:51Z
11,Sopot,Sopot,1.35,2024-11-09T14:37:10Z,2024-11-09T14:47:16Z
11,Sopot,Sopot,1.41,2024-11-09T14:53:18Z,2024-11-09T14:59:21Z
11,Sopot,Sopot,0.12,2024-11-09T16:49:30Z,2024-11-09T17:00:55Z
11,Sopot,Sopot,0.46,2024-11-10T13:46:09Z,2024-11-10T14:39:03Z
11,Sopot,Sopot,0.01,2024-11-11T09:01:26Z,2024-11-11T09:23:34Z
11,Sopot,Gdańsk,7.88,2024-11-11T09:40:39Z,2024-11-11T10:16:50Z
11,Gdańsk,Oberding,813.91,2024-11-11T12:19:15Z,2024-11-11T15:57:49Z
11,Schwechat,Vienna,15.51,2024-11-11T16:34:07Z,2024-11-11T16:59:56Z
11,Vienna,Vienna,3.42,2024-11-11T17:21:59Z,2024-11-11T17:29:58Z
11,Vienna,Wiener Neustadt,41.02,2024-11-11T17:33:58Z,2024-11-11T18:02:22Z
11,Wiener Neustadt,Weppersdorf,28.85,2024-11-11T18:11:48Z,2024-11-11T18:44:00Z
11,Kaisersdorf,Weppersdorf,4.72,2024-11-12T11:01:46Z,2024-11-12T11:49:35Z
11,Weppersdorf,Weppersdorf,1.53,2024-11-12T12:07:43Z,2024-11-12T12:17:46Z
11,Weppersdorf,Stoob Süd,9.38,2024-11-12T14:10:17Z,2024-11-12T14:27:11Z
11,Stoob Süd,Weppersdorf,9.36,2024-11-12T15:13:11Z,2024-11-12T15:25:15Z
11,Weppersdorf,Großhöflein,26.38,2024-11-13T07:49:26Z,2024-11-13T08:32:09Z
11,Großhöflein,Weppersdorf,26.47,2024-11-13T08:47:56Z,2024-11-13T09:23:22Z
11,Weppersdorf,Leoben,103.8,2024-11-13T12:34:15Z,2024-11-13T14:30:42Z
11,Leoben,Bruck an der Mur,12.33,2024-11-13T16:42:02Z,2024-11-13T17:03:52Z
11,Bruck an der Mur,Weppersdorf,91.42,2024-11-13T17:12:16Z,2024-11-13T18:47:01Z
11,Weppersdorf,Weppersdorf,1.45,2024-11-14T11:11:59Z,2024-11-14T11:42:20Z
11,Weppersdorf,Weppersdorf,1.45,2024-11-14T11:48:20Z,2024-11-14T11:54:20Z
11,Weppersdorf,Kaisersdorf,5.82,2024-11-15T16:56:42.646Z,2024-11-16T07:57:49Z
11,Kaisersdorf,Weppersdorf,5.95,2024-11-16T15:10:50Z,2024-11-16T15:23:15Z
11,Weppersdorf,Kaisersdorf,5.94,2024-11-18T11:09:58Z,2024-11-18T11:18:00Z
11,Kaisersdorf,Weppersdorf,4.76,2024-11-18T11:46:09Z,2024-11-18T11:52:10Z
11,Weppersdorf,Weppersdorf,1.2,2024-11-18T12:05:50Z,2024-11-18T12:09:52Z
11,Weppersdorf,Weppersdorf,0.02,2024-11-19T08:15:33Z,2024-11-19T08:37:49Z
11,Weppersdorf,Weppersdorf,1.45,2024-11-19T11:59:02Z,2024-11-19T12:04:50Z
11,Weppersdorf,Gleisdorf,71.76,2024-11-19T12:18:02Z,2024-11-19T14:11:20Z
11,Gleisdorf,Tončići,186.05,2024-11-19T14:11:20Z,2024-11-19T16:01:38Z
11,Tončići,Grad Slunj,29.8,2024-11-19T16:30:35Z,2024-11-19T18:21:27Z
11,Zdenac,Grad Slunj,10.3,2024-11-20T14:39:36Z,2024-11-20T15:42:45Z
11,Grad Slunj,Grad Ogulin,14.58,2024-11-21T09:13:32Z,2024-11-21T09:52:23Z
11,Grad Ogulin,Podlehnik,125.31,2024-11-21T09:58:25Z,2024-11-21T11:38:40Z
11,Hochenegg,Weppersdorf,69.82,2024-11-21T11:45:28Z,2024-11-21T15:27:57Z
11,Weppersdorf,Kaisersdorf,5.9,2024-11-22T11:09:25Z,2024-11-22T11:22:44Z
11,Kaisersdorf,Weppersdorf,5.73,2024-11-22T11:33:08Z,2024-11-22T11:45:12Z
11,Weppersdorf,Mattersburg,18.06,2024-11-26T07:18:05Z,2024-11-26T07:37:55Z
11,Mattersburg,Vienna,56.34,2024-11-26T07:54:15Z,2024-11-26T08:51:14Z
11,Vienna,Schollach,80.22,2024-11-26T09:17:04Z,2024-11-26T10:28:11Z
11,Schollach,Tumeltsham,139.68,2024-11-26T10:39:15Z,2024-11-26T12:10:27Z
11,Tumeltsham,Gunzenhof,161.3,2024-11-26T12:43:10Z,2024-11-26T14:41:29Z
11,Gunzenhof,Schildeck,188.21,2024-11-26T14:50:35Z,2024-11-26T17:15:57Z
11,Schildeck,Rauschenberg,94.1,2024-11-26T17:33:32Z,2024-11-26T19:11:46Z
11,Rauschenberg,Rauschenberg,1.45,2024-11-27T18:19:59Z,2024-11-27T18:24:00Z
11,Rauschenberg,Rauschenberg,1.45,2024-11-27T18:43:17Z,2024-11-27T18:47:18Z
12,Rauschenberg,Marburg,11.87,2024-12-02T09:06:54Z,2024-12-02T09:27:02Z
12,Marburg,Rauschenberg,11.7,2024-12-02T10:23:20Z,2024-12-02T10:45:39Z
12,Rauschenberg,Kirchhain,6.63,2024-12-03T14:57:15Z,2024-12-03T15:15:41Z
12,Kirchhain,Rauschenberg,6.75,2024-12-03T15:29:28Z,2024-12-03T15:42:04Z
12,Rauschenberg,Kirchhain,6.68,2024-12-04T10:58:44Z,2024-12-04T11:12:02Z
12,Kirchhain,Rauschenberg,6.65,2024-12-04T11:56:16Z,2024-12-04T12:08:04Z
12,Rauschenberg,Kirchhain,6.6,2024-12-06T09:01:54Z,2024-12-06T09:19:08Z
